First name;Gender;Age;Salary;loaned_sum;Period;Interest rate;DAE;Monthly payment;Total_amount;Score;Eligibility
Jinny;Female;32;7697;72348;5;8,99;11;1214,603987;79151,12959;80;yes
Solly;Male;42;9217;12124;5;10,49;12,5;209,41933;13563,99587;70;yes
Moselle;Female;33;8800;74903;5;8,99;11;1257,251029;81933,25649;90;yes
Wynnie;Female;50;3311;19443;2;10,49;13,5;820,6505119;21472,19376;25;no
Rupert;Male;44;2929;25197;4;9,75;11,76;533,0016178;27771,93481;39;no
Cirstoforo;Male;38;6952;110884;4;8,99;11;2321,401839;120989,4485;79;yes
Archibold;Male;27;3677;100770;1;8,99;14;8466,943465;109651,3404;43;no
Debora;Female;49;1477;6616;4;10,49;12,5;145,1338997;7564,435336;29;no
Charin;Female;24;9947;36756;3;9,75;11,76;1030,757739;40303,90788;77;yes
Derry;Male;28;1481;44392;1;9,75;14,76;3736,148171;48508,67609;33;no
Nerti;Female;23;7818;5617;1;10,49;15,5;479,1397024;6462,312123;53;no
Jennica;Female;22;11850;39463;4;9,75;11,76;830,8124318;43285,29532;89;yes
Brig;Male;58;1556;6757;3;10,49;12,5;195,2397762;7711,281618;27;no
Joellyn;Female;33;10848;106801;3;8,99;11;2981,084485;116429,2318;97;yes
Silas;Male;32;6818;66439;5;8,99;11;1115,973314;72716,84863;80;yes
Nicolais;Male;26;9848;75337;1;8,99;14;6331,766903;82070,63339;83;yes
Yancy;Male;50;5936;60967;1;8,99;14;5125,362342;66487,14896;43;no
Erina;Female;41;4299;46554;5;9,75;11,76;784,158792;51044,05096;40;no
Costa;Male;47;3437;102897;2;8,99;12;4310,374859;112072,4135;45;no
Carmelia;Female;46;1402;107740;1;8,99;14;9052,095851;117209,9268;43;no
Allx;Female;22;2918;33703;2;9,75;12,76;1416,973519;36952,53019;35;no
Nisse;Female;19;1730;43551;1;9,75;14,76;3665,5;47596,73019;33;no
Saw;Male;19;3543;117296;4;8,99;11;2455,234895;127964,3113;49;no
Stevana;Female;30;2895;110380;1;8,99;14;9273,731762;120072,8634;43;no
Adelbert;Male;48;8806;20290;3;9,75;11,76;572,1334349;22415,0766;77;yes
Alla;Female;26;8453;47612;5;9,75;11,76;801,820733;52195,64327;80;yes
Kaleena;Female;49;8476;111268;1;8,99;14;9348,282023;121035,8511;83;yes
Cesya;Female;27;4924;40676;5;9,75;11,76;686,0331877;44646,07404;40;no
Kerr;Male;54;3630;16943;5;10,49;12,5;289,8761719;18807,5487;30;no
Maxy;Female;56;3090;103505;3;8,99;11;2889,300865;112847,5663;47;no
Flossi;Female;44;11005;44190;4;9,75;11,76;929,4912288;48425,60481;89;yes
Merrily;Female;33;4619;111194;1;8,99;14;9342,069502;120955,6022;43;no
Gratia;Female;42;9411;20209;4;9,75;11,76;428,8742983;22347,80455;79;yes
Marna;Female;28;1378;118780;5;8,99;11;1989,62843;129710,7054;50;no
Yovonnda;Female;28;9095;5884;1;10,49;15,5;501,5825189;6751,816652;63;yes
Ardyth;Female;26;6705;16827;3;10,49;12,5;475,7747097;18649,24714;57;yes
Armin;Male;53;3461;95149;1;8,99;14;7995,043671;103555,6712;43;no
Keefe;Male;26;11070;78748;4;8,99;11;1650,650265;86032,46292;99;yes
Georgena;Female;44;7875;25115;1;9,75;14,76;2116,784563;27605,48814;63;yes
Tann;Male;26;7636;15795;3;10,49;12,5;447,0247543;17528,29576;57;yes
Buddie;Male;60;2748;71817;4;8,99;11;1505,984496;78493,04088;49;no
Alric;Male;20;2913;33977;4;9,75;11,76;716,2890808;37319,62199;39;no
Lombard;Male;18;9340;92745;1;8,99;14;7793,220668;100948,6638;83;yes
Ewan;Male;24;3485;62344;4;8,99;11;1308,261392;68188,47516;49;no
Kendrick;Male;39;6817;5905;4;10,49;12,5;130,2890988;6791,474183;59;yes
Anatollo;Male;31;4168;107702;5;8,99;11;1804,718868;117647,9258;50;no
Cilka;Female;51;6129;50255;2;8,99;12;2108,772681;54926,46784;75;yes
Farrand;Female;21;6528;63914;3;8,99;11;1786,811386;69825,19948;77;yes
Shannen;Female;60;9614;4907;5;10,49;12,5;88,92606831;5711,179775;70;yes
Boone;Male;22;1364;55483;5;8,99;11;933,1001276;60786,91426;50;no
Pryce;Male;35;1351;17741;1;10,49;15,5;1498,228496;19608,20313;23;no
Colene;Female;41;4957;84457;3;8,99;11;2358,871737;92148,66898;47;no
Emlynne;Female;21;10862;32023;2;9,75;12,76;1346,690295;35129,08404;85;yes
Doll;Female;25;8825;27351;1;9,75;14,76;2304,619653;30030,11481;73;yes
Erek;Male;41;3937;23600;3;9,75;11,76;664,326223;26011,09455;37;no
Konstantine;Male;24;11528;13270;2;10,49;13,5;562,3228562;14773,00779;75;yes
Evy;Female;18;5787;108163;3;8,99;11;3019,012061;117909,2769;47;no
Bobbie;Female;34;2777;121178;5;8,99;11;2029,65489;132321,8758;50;no
Lambert;Male;49;4525;47430;2;9,75;12,76;1991,246032;51851,60481;35;no
Sallie;Female;18;3509;70957;3;8,99;11;1982,937611;77478,61893;47;no
Philbert;Male;27;5006;34802;1;9,75;14,76;2930,540608;38109,67353;33;no
Christa;Female;26;4745;63137;2;8,99;12;2647,525754;68910,62635;45;no
Maria;Female;19;7128;21149;1;9,75;14,76;1783,620893;23304,92045;63;yes
Aylmar;Male;31;8764;63293;1;8,99;14;5320,637012;69009,56962;83;yes
Laurence;Male;38;10709;15109;2;10,49;13,5;639,2813138;16768,76398;75;yes
Nance;Female;34;10108;12358;1;10,49;15,5;1045,757779;13771,48824;73;yes
Buddie;Male;18;10042;82827;3;8,99;11;2313,481172;90377,39627;97;yes
Sayres;Male;54;11406;65544;4;8,99;11;1375,052687;71669,37987;99;yes
Marissa;Female;55;4484;75937;1;8,99;14;6382,138701;82721,3008;43;no
Jess;Male;46;4709;101249;4;8,99;11;2120,297426;110508,6619;49;no
Consalve;Male;51;1999;27712;3;9,75;11,76;778,8569615;30478,41353;37;no
Alexandro;Male;45;2393;24224;4;9,75;11,76;512,6896928;26713,85968;39;no
Moise;Male;60;10272;113990;3;8,99;11;3181,276369;124241,3052;97;yes
Evelina;Female;28;10494;65518;4;8,99;11;1374,510007;71641,09752;99;yes
Harland;Male;45;2265;21162;1;9,75;14,76;1784,712957;23319,01712;33;no
Leonardo;Male;54;4172;107206;3;8,99;11;2992,362509;116869,3333;47;no
Iona;Female;56;9922;18407;3;10,49;12,5;519,7911144;20365,4324;67;yes
Adamo;Male;43;7120;88277;4;8,99;11;1849,542216;96397,94448;79;yes
Quill;Male;60;3706;57429;1;8,99;14;4828,336641;62650,38015;43;no
Gonzales;Male;32;2023;2883;4;10,49;12,5;67,19347535;3506,117494;29;no
Julianna;Female;60;11098;40292;1;9,75;14,76;3391,727836;44062,80429;83;yes
Jacquette;Female;54;6999;70186;3;8,99;11;1961,467596;76640,79607;77;yes
Leif;Male;49;3205;100921;3;8,99;11;2817,344288;110039,61;47;no
Brose;Male;52;11923;94248;3;8,99;11;2631,521442;102788,2586;97;yes
Gaven;Male;27;9857;53076;5;8,99;11;892,9234427;58165,94383;90;yes
Vassili;Male;46;4471;102607;5;8,99;11;1719,675158;112100,0055;50;no
Elyssa;Female;55;3768;45112;4;9,75;11,76;948,7384999;49428,22071;39;no
Errol;Male;56;3665;78144;5;8,99;11;1311,34851;85462,36541;50;no
Christian;Female;44;4312;64365;5;8,99;11;1081,354932;70458,48026;50;no
Aylmer;Male;35;9136;74288;4;8,99;11;1557,559899;81180,95198;89;yes
Greer;Female;27;1269;10992;2;10,49;13,5;466,99313;12300,83127;25;no
Humbert;Male;45;10528;47055;1;9,75;14,76;3959,853379;51396,32404;83;yes
Berti;Female;53;11222;118242;5;8,99;11;1980,648348;129124,8799;100;yes
Rhetta;Female;32;9617;109751;4;8,99;11;2297,753546;119756,9906;89;yes
Danica;Female;58;4511;55509;3;8,99;11;1552,757584;60691,73498;47;no
Cordelie;Female;24;9221;63663;3;8,99;11;1779,821795;69552,44522;87;yes
Neron;Male;59;7361;40341;3;9,75;11,76;1130,610049;44198,68865;67;yes
Jephthah;Male;29;1571;70503;2;8,99;12;2955,587789;76906,84678;45;no
Catlin;Female;47;9041;3624;5;10,49;12,5;67,50541503;4315,147761;70;yes
Frederico;Male;29;8829;88834;2;8,99;12;3722,229815;96806,21098;85;yes
Hilde;Female;24;5319;81127;4;8,99;11;1700,305418;88620,29802;49;no
Jeanelle;Female;29;4010;106949;4;8,99;11;2239,269419;116709,0235;49;no
Alejandro;Male;26;7481;13662;3;10,49;12,5;387,602608;15211,44566;57;yes
Jemimah;Female;32;5823;71255;3;8,99;11;1991,236009;77802,4467;47;no
Laurella;Female;35;2240;56031;1;8,99;14;4710,970351;61134,32508;43;no
Marillin;Female;34;4969;98378;5;8,99;11;1649,086375;107495,0682;50;no
Star;Female;46;5898;69450;1;8,99;14;5837,535612;75686,50167;43;no
Blakelee;Female;32;2820;57043;5;8,99;11;959,139026;62485,59056;50;no
Nicky;Male;18;11430;105454;4;8,99;11;2208,065361;115082,7883;99;yes
Gusti;Female;45;5751;115942;3;8,99;11;3235,633659;126362,4857;47;no
Nisse;Female;20;5271;27763;3;9,75;11,76;780,2774546;30533,82045;37;no
Jackqueline;Female;59;3276;110564;3;8,99;11;3085,872642;120518,3725;47;no
Devi;Female;46;10032;112796;3;8,99;11;3148,027084;122943,8207;97;yes
Nevsa;Female;20;6757;38082;3;9,75;11,76;1067,69056;41744,48788;67;yes
Tally;Female;41;6516;49355;2;9,75;12,76;2071,778893;53940,97019;65;yes
Cello;Male;58;8342;59276;1;8,99;14;4983,397825;64653,35132;83;yes
Alano;Male;60;4941;8878;4;10,49;12,5;192,3616629;10023,56069;29;no
Hiram;Male;23;10665;122537;2;8,99;12;5131,762094;133392,7732;95;yes
Elenore;Female;50;8562;26668;2;9,75;12,76;1122,662517;29316,84942;75;yes
Yanaton;Male;57;7401;78339;1;8,99;14;6583,793799;85326,13932;73;yes
Raff;Male;20;10787;76866;4;8,99;11;1611,368635;83985,25584;99;yes
Boone;Male;26;9207;55348;1;8,99;14;4653,630455;60393,64868;83;yes
Annabell;Female;25;3588;111997;2;8,99;12;4690,956521;121950,9916;45;no
Ilaire;Male;41;10110;4442;5;10,49;12,5;81,16254238;5205,213379;80;yes
Osgood;Male;55;5390;68685;2;8,99;12;2879,555101;74933,30228;45;no
Hanan;Male;22;8674;16288;1;10,49;15,5;1376,095865;18032,73467;63;yes
Codi;Male;54;4376;57967;2;8,99;12;2431,305184;63298,29134;45;no
Carolin;Female;59;11609;103465;1;8,99;14;8693,196791;112573,9215;93;yes
Gabriela;Female;29;4491;55938;1;8,99;14;4703,162723;61033,47164;43;no
Patten;Male;48;10114;78858;2;8,99;12;3305,011941;85976,68409;95;yes
Leonore;Female;35;4412;65927;1;8,99;14;5541,769205;71865,99954;43;no
Drud;Male;27;10959;111178;1;8,99;14;9340,726254;120938,251;93;yes
Olia;Female;42;2285;105505;2;8,99;12;4419,447054;114903,5489;45;no
Zenia;Female;57;7872;24805;2;9,75;12,76;1044,723441;27294,77788;65;yes
Cecelia;Female;60;9232;3872;1;10,49;15,5;332,4628677;4570,231968;63;yes
Sophi;Female;36;8182;55641;4;8,99;11;1168,354503;60897,06758;89;yes
Vicki;Female;38;1609;121670;4;8,99;11;2546,530245;132722,2729;49;no
Shelbi;Female;38;10483;101861;4;8,99;11;2133,071261;111174,385;99;yes
Gerladina;Female;38;11158;26729;5;9,75;11,76;453,2060693;29465,30096;90;yes
Karina;Female;48;7235;3180;5;10,49;12,5;60,09249995;3832,031459;60;yes
Colan;Male;21;11810;75217;5;8,99;11;1262,492192;82275,16954;100;yes
Sherrie;Female;55;9977;18365;1;10,49;15,5;1550,679123;20284,79798;63;yes
Clem;Male;43;5442;26105;2;9,75;12,76;1099,10927;28705,77788;35;no
Leonhard;Male;36;7941;62075;1;8,99;14;5218,382263;67688,71478;73;yes
Arman;Male;23;7562;67317;5;8,99;11;1130,62854;73672,8985;80;yes
Humfrey;Male;31;5175;31368;4;9,75;11,76;661,824731;34482,50173;39;no
Lizbeth;Female;40;9463;36574;1;9,75;14,76;3079,397396;40031,15763;73;yes
Opaline;Female;55;11740;4429;5;10,49;12,5;80,94549757;5191,068082;80;yes
Sheelah;Female;23;11420;51892;3;8,99;11;1452,035085;56761,24824;97;yes
Rayner;Male;50;4217;10810;5;10,49;12,5;187,4811083;12134,23276;30;no
Cherice;Female;20;3348;112127;4;8,99;11;2347,346082;122341,5624;49;no
Nerta;Female;59;11027;48734;3;9,75;11,76;1364,37865;53316,92994;87;yes
Goldia;Female;28;7731;7367;4;10,49;12,5;160,8138512;8380,882349;59;yes
Doralin;Female;32;1698;101401;5;8,99;11;1699,545087;110786,798;50;no
Geri;Male;58;5845;90596;5;8,99;11;1519,192332;99021,2868;50;no
Ahmad;Male;56;10194;93016;2;8,99;12;3897,13009;101346,0146;95;yes
Vanna;Female;56;5954;62374;4;8,99;11;1308,887561;68221,10864;49;no
Kerry;Male;31;10688;21410;5;9,75;11,76;364,4122468;23675,77404;90;yes
Portie;Male;25;6316;25277;3;9,75;11,76;711,0353787;27833,00455;67;yes
Gabe;Male;32;8255;122832;2;8,99;12;5144,099631;133713,0128;85;yes
Joaquin;Male;24;7482;39277;3;9,75;11,76;1100,974664;43042,74814;67;yes
Ced;Male;47;10530;60016;3;8,99;11;1678,263888;65589,35836;97;yes
Fredi;Female;28;1063;16947;4;10,49;12,5;360,8324061;18795,74571;29;no
Clerc;Male;50;6109;30302;5;9,75;11,76;512,8526811;33354,37404;70;yes
Hanny;Female;26;8996;55701;3;8,99;11;1558,104202;60900,3757;87;yes
Rossy;Male;59;7996;52013;2;8,99;12;2182,296039;56834,87885;75;yes
Alain;Male;44;5851;49929;4;9,75;11,76;1049,296098;54666,39942;39;no
Eileen;Female;38;5940;82935;4;8,99;11;1738,042499;90587,00918;49;no
Balduin;Male;58;3211;122467;2;8,99;12;5128,834542;133316,7841;45;no
Camellia;Female;24;11663;51529;1;8,99;14;4333,013961;56252,15063;93;yes
Shanie;Female;35;9404;17971;5;10,49;12,5;307,0394077;19926,11527;70;yes
Robby;Male;40;3723;119579;5;8,99;11;2002,965019;130580,7326;50;no
Terrie;Female;33;10603;63727;5;8,99;11;1070,705691;69763,7652;100;yes
Eddie;Male;41;1532;3776;2;10,49;13,5;165,0180185;4469,740071;25;no
Corbin;Male;47;1352;82514;5;8,99;11;1384,290808;90220,83686;50;no
Morley;Male;30;8084;120239;3;8,99;11;3355,292098;131031,9083;87;yes
Courtney;Male;25;2377;111331;3;8,99;11;3107,23127;121351,8486;47;no
Bill;Male;48;8015;51238;1;8,99;14;4308,583639;55936,57694;83;yes
Byrann;Male;33;9842;102419;5;8,99;11;1716,537137;111895,2932;90;yes
Pavia;Female;52;5933;45792;5;9,75;11,76;771,4381879;50214,64327;40;no
Tabbie;Female;50;3555;20159;4;9,75;11,76;427,83052;22293,43276;39;no
Daile;Female;38;8670;61051;4;8,99;11;1281,273535;66781,9721;89;yes
Elwin;Male;23;10365;35205;2;9,75;12,76;1479,810068;38582,77788;85;yes
Egon;Male;52;10071;88394;2;8,99;12;3703,828064;96328,56544;95;yes
Brit;Female;29;10555;111337;4;8,99;11;2330,856981;121482,214;99;yes
Holmes;Male;60;10030;93614;1;8,99;14;7866,175822;101891,0471;93;yes
Park;Male;31;4186;88389;1;8,99;14;7427,521415;96224,81841;43;no
Kameko;Female;57;6725;108708;1;8,99;14;9133,362352;118259,6702;73;yes
Daryle;Male;36;9465;54765;2;8,99;12;2297,390625;59822,33454;85;yes
Isabella;Female;59;11228;22796;2;9,75;12,76;960,6764187;25114,24019;85;yes
Craig;Male;53;8795;59826;4;8,99;11;1255,704993;65449,43827;89;yes
Thaddeus;Male;40;6671;82526;3;8,99;11;2305,099233;90050,30849;77;yes
Edwin;Male;30;3789;51346;2;8,99;12;2154,400658;56110,81164;45;no
Ortensia;Female;38;5516;105151;1;8,99;14;8834,741543;114402,2969;43;no
Alvy;Male;50;9992;78965;1;8,99;14;6636,348375;86005,00232;83;yes
Nollie;Female;23;8061;26137;5;9,75;11,76;443,3233953;28820,93173;80;yes
Candice;Female;40;1273;78714;5;8,99;11;1320,862723;86083,0356;50;no
Lizzie;Female;42;6370;6588;2;10,49;13,5;282,6945725;7521,434701;55;yes
Shepard;Male;19;4725;23780;5;9,75;11,76;403,9763301;26255,42788;40;no
Nathanial;Male;53;1161;69175;2;8,99;12;2900,04796;75465,22571;45;no
Brett;Female;57;4975;4298;4;10,49;12,5;96,73692579;5044,429775;29;no
Marietta;Male;40;8830;4690;1;10,49;15,5;401,2202607;5457,178425;63;yes
West;Male;48;10330;20823;3;9,75;11,76;586,9789805;22994,13327;87;yes
Ad;Male;39;2334;102581;1;8,99;14;8618,982342;111615,2715;43;no
Felicity;Female;51;7689;19043;2;10,49;13,5;803,9113151;21038,09779;55;yes
Noelle;Female;49;2466;108402;2;8,99;12;4540,605853;118048,4105;45;no
Malena;Female;21;4144;16802;1;10,49;15,5;1419,300388;18590,05799;23;no
Carlin;Female;32;7153;94729;5;8,99;11;1588,178721;103521,6901;80;yes
Ezequiel;Male;42;2970;90724;1;8,99;14;7623,551662;98756,99907;43;no
Tod;Male;23;2505;11965;5;10,49;12,5;206,764705;13390,98801;30;no
Standford;Male;23;5994;117874;1;8,99;14;9902,875519;128199,6993;43;no
Laurie;Male;26;11930;70818;5;8,99;11;1189,065837;77485,12013;100;yes
Darline;Female;22;5709;28217;1;9,75;14,76;2377,367948;30969,16968;33;no
Gabi;Male;24;5942;94800;5;8,99;11;1589,363825;103599,0017;50;no
Jim;Male;19;7525;110367;2;8,99;12;4622,786399;120181,532;75;yes
Marnie;Female;44;6752;68438;1;8,99;14;5752,57518;74589,04264;73;yes
Gian;Male;57;3918;37725;3;9,75;11,76;1057,747109;41356,63942;37;no
Daffy;Female;18;11474;42445;2;9,75;12,76;1782,697297;46440,9625;85;yes
Elly;Female;35;9902;20819;5;9,75;11,76;354,5462665;23032,49327;80;yes
Dynah;Female;57;4181;76997;2;8,99;12;3227,1809;83956,46061;45;no
Sebastien;Male;29;11568;30131;5;9,75;11,76;509,9980573;33168,24712;90;yes
Brigitte;Female;25;11590;90925;5;8,99;11;1524,683869;99379,53328;100;yes
Quinn;Male;57;2503;69951;1;8,99;14;5879,596064;76229,80896;43;no
Loydie;Male;30;2704;12413;1;10,49;15,5;1050,380831;13831,12401;23;no
Anastassia;Female;21;1340;8021;2;10,49;13,5;342,6627453;9076,583493;25;no
Silvano;Male;19;6154;68136;1;8,99;14;5727,221375;74261,54005;73;yes
Marven;Male;29;2087;37419;4;9,75;11,76;788,1427764;41062,57635;39;no
Regen;Male;39;5799;123721;4;8,99;11;2589,33929;134953,3153;49;no
Royall;Male;58;6248;58432;3;8,99;11;1634,154284;63868,07249;77;yes
Donielle;Female;43;4730;84678;3;8,99;11;2365,025918;92388,82314;47;no
Tristan;Male;30;8582;41356;5;9,75;11,76;697,3849079;45386,22788;80;yes
Alberta;Female;32;2521;49220;1;9,75;14,76;4141,724117;53743,96122;33;no
Berta;Female;30;3188;58651;3;8,99;11;1640,25277;64106,0533;47;no
Mindy;Female;20;5514;49681;2;9,75;12,76;2085,417185;54294,80558;35;no
Cacilia;Female;41;10436;105680;3;8,99;11;2949,868029;115211,0743;97;yes
Jerrie;Female;48;4367;105085;3;8,99;11;2933,299081;114564,5055;47;no
Carmita;Female;22;4243;51309;5;8,99;11;863,4293828;56241,86624;50;no
Polly;Female;45;9761;18109;2;10,49;13,5;764,8252904;20024,48372;65;yes
Hyacintha;Female;44;6581;37448;5;9,75;11,76;632,1459046;41132,52019;70;yes
Sarine;Female;43;5098;102709;5;8,99;11;1721,377701;112211,0728;50;no
Cally;Female;20;11330;78666;3;8,99;11;2197,60992;85855,76085;97;yes
Shaun;Female;40;5549;42596;1;9,75;14,76;3585,275263;46561,16737;33;no
Malva;Female;55;1125;80498;5;8,99;11;1350,64054;88025,6244;50;no
Shayla;Female;38;9381;74920;5;8,99;11;1257,534786;81951,76771;90;yes
Sydelle;Female;19;4742;35004;4;9,75;11,76;737,7282863;38436,41865;39;no
Kyle;Male;45;8952;39651;3;9,75;11,76;1111,391613;43449,06558;77;yes
Cletus;Male;58;9078;36276;4;9,75;11,76;764,2820053;39819,63712;79;yes
Richart;Male;20;10278;3378;5;10,49;12,5;63,39825938;4047,475215;80;yes
Janek;Male;35;1484;102574;1;8,99;14;8618,394671;111607,6804;43;no
Maegan;Female;23;9953;66212;5;8,99;11;1112,18432;72469,66945;90;yes
Prissie;Female;37;2675;54647;3;8,99;11;1528,753494;59755,02512;47;no
Lloyd;Male;47;3549;72620;2;8,99;12;3044,125303;79204,97312;45;no
Adrea;Female;47;3193;60241;3;8,99;11;1684,529456;65833,8592;47;no
Howard;Male;28;3860;35474;3;9,75;11,76;995,0504421;38911,12994;37;no
Meaghan;Female;47;3247;101716;3;8,99;11;2839,482631;110903,513;47;no
Mikey;Male;52;6629;70850;2;8,99;12;2970,100079;77283,53541;75;yes
Anitra;Female;37;11824;8039;1;10,49;15,5;682,7221056;9088,454322;73;yes
Ian;Male;49;5351;13446;3;10,49;12,5;381,5851754;14976,82793;27;no
Kaela;Female;36;10411;64699;3;8,99;11;1808,671259;70678,23573;97;yes
Joellen;Female;34;8521;16144;5;10,49;12,5;276,5362639;17938,15698;70;yes
Fionnula;Female;49;3923;81694;1;8,99;14;6865,456102;88964,45458;43;no
Costa;Male;44;8586;118418;4;8,99;11;2478,653592;129184,8035;89;yes
Daren;Male;55;7488;124732;3;8,99;11;3480,408545;135914,3183;77;yes
Darrel;Male;35;5085;59943;5;8,99;11;1007,54467;65643,38626;50;no
Boone;Male;40;1440;17364;2;10,49;13,5;733,6485362;19215,97998;25;no
Ashlan;Female;35;9369;112918;5;8,99;11;1891,782261;123327,6025;90;yes
Bill;Male;42;3686;108760;1;8,99;14;9137,727908;118316,0614;43;no
Mariam;Female;60;9010;64377;2;8,99;12;2699,385233;70256,7183;85;yes
Lil;Female;53;7171;101335;2;8,99;12;4245,048645;110376,7719;75;yes
Bonnee;Female;54;1345;40982;3;9,75;11,76;1148,463698;44895,07763;37;no
Donnie;Female;54;10052;124883;2;8,99;12;5229,876882;135939,4923;95;yes
Alma;Female;47;11333;121439;5;8,99;11;2034,011398;132606,0774;100;yes
Marcos;Male;25;3545;65997;4;8,99;11;1384,507829;72162,14544;49;no
Mickie;Female;22;7294;59784;2;8,99;12;2507,296049;65270,75028;75;yes
Donovan;Male;52;10018;108007;4;8,99;11;2261,352291;117859,8976;99;yes
Leilah;Female;31;5722;43616;5;9,75;11,76;735,1126836;47846,15096;40;no
Ade;Male;43;8932;123104;3;8,99;11;3435,073674;134145,2189;87;yes
Stearne;Male;58;10648;7912;5;10,49;12,5;139,0968112;8980,919607;80;yes
Katheryn;Female;52;9173;4023;1;10,49;15,5;345,155247;4733,959248;63;yes
Oralle;Female;20;2118;80158;5;8,99;11;1344,965395;87655,40008;50;no
Gregory;Male;30;6130;26880;3;9,75;11,76;755,6834268;29574,52019;67;yes
Towny;Male;39;4661;38893;4;9,75;11,76;818,9133596;42665,45686;39;no
Alphard;Male;23;5654;112354;1;8,99;14;9439,454978;122213,5591;43;no
Virgie;Female;38;9391;26097;4;9,75;11,76;551,7896265;28750,62712;79;yes
Erika;Female;29;10089;16826;4;10,49;12,5;358,3060757;18664,20099;79;yes
Veronike;Female;49;7907;108438;4;8,99;11;2270,348243;118328,7319;79;yes
Drucill;Female;52;1714;39655;3;9,75;11,76;1111,503024;43453,41122;37;no
Fancie;Female;28;6946;16366;1;10,49;15,5;1382,652193;18117,30903;53;no
Guy;Male;27;4263;14082;4;10,49;12,5;301,0147485;15681,07102;29;no
Angelique;Female;37;2039;48173;3;9,75;11,76;1348,753226;52707,45378;37;no
Vladimir;Male;21;4889;3444;2;10,49;13,5;151,1244851;4109,44042;25;no
Bar;Male;36;9316;73591;2;8,99;12;3084,734621;80259,04996;85;yes
Far;Male;54;4500;18315;3;10,49;12,5;517,2281339;20265,50262;27;no
Mel;Male;33;11602;120740;2;8,99;12;5056,607671;131442,0254;95;yes
Ad;Male;28;1978;28762;3;9,75;11,76;808,1024078;31619,14429;37;no
Marybeth;Female;18;5770;121157;4;8,99;11;2535,822766;132164,2404;49;no
Marta;Female;54;4205;117979;1;8,99;14;9911,690583;128313,5661;43;no
Stevie;Male;60;2547;94205;2;8,99;12;3946,856639;102636,7431;45;no
Neddie;Male;44;7044;86665;3;8,99;11;2420,357852;94548,03717;77;yes
Kipp;Male;59;10904;69192;3;8,99;11;1933,787705;75560,64572;97;yes
Berkley;Male;29;7268;101633;4;8,99;11;2128,312381;110926,3705;79;yes
Juliana;Female;43;9559;117101;3;8,99;11;3267,9083;127621,9367;87;yes
Lowe;Male;28;1313;91939;1;8,99;14;7725,554552;100074,6006;43;no
Barris;Male;37;9723;54432;4;8,99;11;1143,119917;59581,93827;89;yes
Margeaux;Female;50;3793;37506;5;9,75;11,76;633,1141395;41195,65096;40;no
Zitella;Female;56;1634;45700;3;9,75;11,76;1279,873237;50020,76122;37;no
Ellyn;Female;25;9223;124267;3;8,99;11;3467,459703;135409,0166;87;yes
Hubie;Male;45;3521;45560;1;9,75;14,76;3834,265964;49775,20737;33;no
Willow;Female;20;11186;9902;1;10,49;15,5;839,3174885;11108,4803;73;yes
Ernie;Male;38;2423;25704;3;9,75;11,76;722,9285269;28296,90173;37;no
Deana;Female;35;6022;100144;2;8,99;12;4195,238451;109083,8723;75;yes
Lefty;Male;19;1624;112676;5;8,99;11;1887,742894;123064,0899;50;no
Rhodie;Female;60;10129;37107;2;9,75;12,76;1559,380719;40647,17942;85;yes
Bernardina;Female;55;2080;44498;1;9,75;14,76;3745,052697;48623,61814;33;no
Nikolas;Male;36;9259;60589;2;8,99;12;2540,962889;66144,62449;85;yes
